iter	RMSE
152	0.04963618888
153	0.04952850072
154	0.04941798306
155	0.0492662958
156	0.04921739787
157	0.04908734529
158	0.04902336147
159	0.04897064693
160	0.04882301602
161	0.04872005399
162	0.04868400587
163	0.04854305023
164	0.04839983058
165	0.04830945366
166	0.04820493734
167	0.04813554156
168	0.04803704063
169	0.04801536025
170	0.0479223256
171	0.04781881561
172	0.04776021583
173	0.0477127873
174	0.04764510545
175	0.04760460406
176	0.04748466555
177	0.04740496462
178	0.04730431942
179	0.04718131001
180	0.04714574026
181	0.04703370188
182	0.04702450125
183	0.04692918503
184	0.04688959255
185	0.04685990779
186	0.04675503344
187	0.04666817336
188	0.04657189186
189	0.04643971558
190	0.04640552509
191	0.04629967754
192	0.04622594435
193	0.04608198014
194	0.04604433437
195	0.04598956351
196	0.04589410329
197	0.04583305568
198	0.04574829216
199	0.0456873791
200	0.04561633615
201	0.04555539215
202	0.04553442384
203	0.04543606188
204	0.04536949678
205	0.04533324098
206	0.04521975282
207	0.04516919311
208	0.04506524766
209	0.0450228745
210	0.04495910838
211	0.04489186568
212	0.04479621887
213	0.04475412956
214	0.04472276929
215	0.04466539574
216	0.04452929934
217	0.04442572219
218	0.0443582226
219	0.04425587758
220	0.04419163454
221	0.04413263637
222	0.04406639924
223	0.04402722796
224	0.04399228379
225	0.04392081722
226	0.04387568925
227	0.04377534829
228	0.04368828471
229	0.04359581301
230	0.04357123804
231	0.04344218605
232	0.04339505433
233	0.0433277564
234	0.04325292118
235	0.04319594941
236	0.04310566499
237	0.04306323446
238	0.0429996314
239	0.04298086923
240	0.04291078685
241	0.04286688434
242	0.04283828265
243	0.04277619109
244	0.04270291063
245	0.04262656139
246	0.04260630958
247	0.04255986994
248	0.04254454458
249	0.04251643813
250	0.04248696733
251	0.04238345802
252	0.04230221923
253	0.04228839565
254	0.04226094129
255	0.04224384629
256	0.04221349641
257	0.04217446099
258	0.04208513667
259	0.04198474695
260	0.04190008847
261	0.04188555923
262	0.04183942917
263	0.04180762288
264	0.04179290421
265	0.04168844362
266	0.0415972188
267	0.04158242117
268	0.04156455429
269	0.04150937544
270	0.04147197617
271	0.041392553
272	0.04135583606
273	0.04133304283
274	0.04126418694
275	0.04124955169
276	0.04115418416
277	0.04106657043
278	0.04099428532
279	0.04091201684
280	0.04088420357
281	0.04084231854
282	0.04078676628
283	0.04076018559
284	0.04073238865
285	0.04065672249
286	0.04058934341
287	0.04052297334
288	0.04046276363
289	0.04044686835
290	0.04041272283
291	0.04032671201
292	0.04026305667
293	0.04023887071
294	0.04017782218
295	0.04007384151
296	0.04005886901
297	0.04000117622
298	0.03995545121
299	0.0398641072
300	0.03981817204
301	0.03979515751
302	0.03978651828
303	0.03972559376
304	0.03971185674
305	0.03961277784
306	0.03958330356
307	0.03956247524
308	0.03953051633
309	0.03945363794
310	0.03943097929
311	0.03931254001
312	0.0392416799
313	0.03913284514
314	0.0390838601
315	0.03906579198
316	0.03902229167
317	0.03893628217
318	0.03886691062
319	0.038859125
320	0.03881857086
321	0.03874747107
322	0.0387245251
323	0.03869798607
324	0.03863530271
325	0.03861243831
326	0.0385682719
327	0.03850310958
328	0.03843021484
329	0.03841038508
330	0.03835622062
331	0.03830509626
332	0.03828072997
333	0.03817860159
334	0.03809851801
335	0.03807886107
336	0.03801864421
337	0.03791036376
338	0.03788920377
339	0.03780087558
340	0.03767842799
341	0.03762214487
342	0.0376156071
343	0.03756620674
344	0.03748164227
345	0.03740263271
346	0.03734638566
347	0.03733843556
348	0.03722206556
349	0.03721313085
350	0.03718267842
351	0.03716710103
352	0.03711309268
353	0.03702164859
354	0.03692574175
355	0.03685272594
356	0.03683309371
357	0.0368153722
358	0.03674619085
359	0.0366621943
360	0.03660583443
361	0.03654820552
362	0.03648117422
363	0.03640491365
364	0.03636594028
365	0.03634151446
366	0.03626249607
367	0.03620084538
368	0.03608786335
369	0.03600319678
370	0.03595157294
371	0.03590149118
372	0.03588116406
373	0.03586498005
374	0.03579410517
375	0.03574301859
376	0.03573321953
377	0.03565628486
378	0.03558262762
379	0.03553279013
380	0.03549045362
381	0.03543776439
382	0.03536980673
383	0.03530541333
384	0.03523163543
385	0.03519023222
386	0.03517469789
387	0.03508833879
388	0.03500995545
389	0.0350032863
390	0.03496463254
391	0.03494866745
392	0.03486432991
393	0.03479588233
394	0.03475495816
395	0.03472307938
396	0.03463780999
397	0.03462293317
398	0.03455520623
399	0.03450660152
400	0.0344786147
401	0.03446473947
402	0.03442319951
403	0.03436286896
404	0.03429321878
405	0.03423090521
406	0.03416113935
407	0.03410443758
408	0.03409901522
409	0.03408826061
410	0.03403300626
411	0.03400655314
412	0.03396174283
413	0.03390131515
414	0.0338567017
415	0.03380288311
416	0.0337387814
417	0.03369659879
418	0.03364005263
419	0.03362166243
420	0.03357197132
421	0.03355197805
422	0.03350693328
423	0.03349238729
424	0.03343791286
425	0.03336807948
426	0.03328265467
427	0.03320725988
428	0.03316041792
429	0.03311431986
430	0.03306061296
431	0.03304171587
432	0.03302865628
433	0.03297570767
434	0.03288637306
435	0.03286967545
436	0.03286425093
437	0.03281051948
438	0.03276985104
439	0.03272119566
440	0.03268802794
441	0.03264832566
442	0.03258998355
443	0.0325203985
444	0.03245176824
445	0.03238698112
446	0.03235967087
447	0.03234227733
448	0.03228781285
449	0.03224120633
450	0.03218013893
451	0.03211822896
452	0.032086713
453	0.03200382559
454	0.03195602026
455	0.03189093155
456	0.03181060222
457	0.03175308189
458	0.03167518115
459	0.03165176454
460	0.03159160728
461	0.03149547094
462	0.03148147469
463	0.03141115051
464	0.03138852698
465	0.03133495262
466	0.0312733086
467	0.03122275544
468	0.03122118473
469	0.03115423359
470	0.0311063105
471	0.03105714039
472	0.03100410123
473	0.03097269239
474	0.03092351946
475	0.03084915112
476	0.03080524819
477	0.03074182622
478	0.0306909463
479	0.03065490838
480	0.03065166402
481	0.03060759003
482	0.03057759768
483	0.03052656394
484	0.03052190592
485	0.03049107309
486	0.03045392028
487	0.03044844024
488	0.03041632936
489	0.03041177315
490	0.03035034965
491	0.03033246403
492	0.03029883162
493	0.03024339561
494	0.03023896454
495	0.03018583375
496	0.03016710295
497	0.03012126119
498	0.0300482304
499	0.0300445711
500	0.03001316421
501	0.0299969384
502	0.02999270211
503	0.02998002206
504	0.02990804782
505	0.02984513448
506	0.02979878687
507	0.02979497473
508	0.0297372508
509	0.02968748649
510	0.0296283011
511	0.02958083634
512	0.0295693204
513	0.02953808272
514	0.02953546058
515	0.02950722638
516	0.02947399456
517	0.02946214381
518	0.02941859097
519	0.02938753131
520	0.02938384972
521	0.02938164359
522	0.02932838059
523	0.02929849233
524	0.02924457937
525	0.02921165646
526	0.02917441276
527	0.02917069325
528	0.02914184101
529	0.02909412829
530	0.02906229564
531	0.02905950623
532	0.02901795874
533	0.02899303197
534	0.0289748064
535	0.02897220932
536	0.02890657051
537	0.02890359713
538	0.02886556281
539	0.02886281649
540	0.02886086748
541	0.02885614316
542	0.02884742437
543	0.02884419929
544	0.02884163041
545	0.02874734544
546	0.02869514382
547	0.02864722353
548	0.02859682504
549	0.02853689677
550	0.0285010449
551	0.02846076611
552	0.02838142256
553	0.02836860024
554	0.02836558988
555	0.02832671038
556	0.02824087687
557	0.02816911856
558	0.02811120179
559	0.02807135867
560	0.02802611353
561	0.02801322604
562	0.02797417181
563	0.02793655088
564	0.02788174246
565	0.02785065753
566	0.02782747917
567	0.02779498872
568	0.02779293281
569	0.0277421482
570	0.02771132198
571	0.02770893873
572	0.0277059324
573	0.02766719071
574	0.02763573997
575	0.02759552199
576	0.02759262592
577	0.02750101113
578	0.02745722811
579	0.02744360918
580	0.0273790716
581	0.0273424882
582	0.02731680642
583	0.02729259498
584	0.02728761494
585	0.0272725165
586	0.02725845079
587	0.02719672491
588	0.02719264429
589	0.02716384505
590	0.02711631708
591	0.02710687308
592	0.02707870988
593	0.02701009484
594	0.02699391131
595	0.0269898468
596	0.02693765859
597	0.02692827402
598	0.0268831681
599	0.02685927148
600	0.02684504373
601	0.02682877949
602	0.02682663963
603	0.02682456654
604	0.02679221129
605	0.02675393624
606	0.02671654001
607	0.02668129954
608	0.02666583836
609	0.02660097425
610	0.02657218213
611	0.02656065208
612	0.02653881761
613	0.02650128641
614	0.02649218583
615	0.0264901036
616	0.02648313072
617	0.02647180575
618	0.02642602866
619	0.02641572929
620	0.02636992849
621	0.026329188
622	0.02631850813
623	0.02627039117
624	0.02624999054
625	0.02621347522
626	0.0262016297
627	0.02616291653
628	0.02612286745
629	0.02606033732
630	0.02605769212
631	0.02602365936
632	0.02601153507
633	0.02598514724
634	0.02593468916
635	0.02590874036
636	0.02586635716
637	0.02585190328
638	0.02582001627
639	0.02578555498
640	0.02576299287
641	0.02576050793
642	0.0257254979
643	0.02568099903
644	0.02563501339
645	0.02559270104
646	0.0255898625
647	0.025567278
648	0.02553526294
649	0.02552476461
650	0.02551815541
651	0.02551016594
652	0.02550775483
653	0.02548345362
654	0.02548179631
655	0.02547924407
656	0.02544464297
657	0.02543085978
658	0.02539818235
659	0.02536637506
660	0.02536009584
661	0.0253292193
662	0.02532754393
663	0.02528371831
664	0.02526084417
665	0.02525060451
666	0.02522314569
667	0.02521401295
668	0.02518919551
669	0.02518678648
670	0.02516249373
671	0.02513944037
672	0.02513780915
673	0.02511528395
674	0.02510389424
675	0.02507289905
676	0.02502218803
677	0.02499345774
678	0.02493199254
679	0.02486717051
680	0.02482893103
681	0.02479944177
682	0.02479740489
683	0.02475942895
684	0.02472093005
685	0.02471942603
686	0.02465656376
687	0.02461780472
688	0.02461586182
689	0.02455431462
690	0.02454029209
691	0.02452766238
692	0.0244581289
693	0.02442356519
694	0.02439577376
695	0.02438513076
696	0.0243737736
697	0.02436363696
698	0.02432885102
699	0.02432776077
700	0.02430642278
701	0.02425485827
702	0.0242266363
703	0.02415382636
704	0.02415204991
705	0.02411403725
706	0.02408529327
707	0.02405437855
708	0.0240240945
709	0.02401280472
710	0.02395202418
711	0.02392156802
712	0.02392013256
713	0.02388692432
714	0.02387280498
715	0.02384462621
716	0.02381608251
717	0.02380459399
718	0.02377425404
719	0.02374803383
720	0.02374672268
721	0.02371597319
722	0.02366730765
723	0.02366541109
724	0.02364625154
725	0.02361727257
726	0.02359678441
727	0.02357112031
728	0.02354480063
729	0.02352810161
730	0.02348473467
731	0.02345173332
732	0.02340874137
733	0.02340724047
734	0.02338020418
735	0.02334223273
736	0.02331520197
737	0.02331384385
738	0.02328845999
739	0.02325257671
740	0.0232395285
741	0.02318702876
742	0.02317434216
743	0.02314935068
744	0.02312525906
745	0.02309658352
746	0.02306838003
747	0.02306397066
748	0.02304915004
749	0.02301540764
750	0.02301359599
751	0.02297054467
752	0.02294744261
753	0.0229432089
754	0.02293643666
755	0.02291520304
756	0.02289448453
757	0.02286354803
758	0.02281166044
759	0.02280354663
760	0.02280272886
761	0.02277293703
762	0.02274896919
763	0.02271925105
764	0.02269467122
765	0.02269301542
766	0.02266526712
767	0.02264766977
768	0.02261680433
769	0.02259739692
770	0.02256292941
771	0.02252673319
772	0.0224853451
773	0.02246659536
774	0.02242649831
775	0.02240987964
776	0.02240872747
777	0.02237791204
778	0.02235097829
779	0.02235007207
780	0.02231929593
781	0.02230061773
782	0.02229214071
783	0.0222600865
784	0.02223257874
785	0.02221690415
786	0.02218021154
787	0.02216345993
788	0.02214315377
789	0.02207806196
790	0.02207046433
791	0.02206176946
792	0.0220484946
793	0.02204688228
794	0.02204030696
795	0.02203886644
796	0.02202596969
797	0.02200017773
798	0.02197205576
799	0.02196063225
800	0.02193894977
801	0.0219099519
802	0.02189040992
803	0.02188002973
804	0.02184717955
805	0.02183001478
806	0.02179971333
807	0.02178457331
808	0.02177751802
809	0.02176199437
810	0.02173507138
811	0.02171182078
812	0.02168480817
813	0.0216613964
814	0.02165996342
815	0.02164924957
816	0.02163590628
817	0.02160847798
818	0.02159949854
819	0.02158091467
820	0.0215550277
821	0.02150883893
822	0.02149964859
823	0.02148318592
824	0.02146077208
825	0.02145894503
826	0.02144797684
827	0.02142441162
828	0.02138220942
829	0.02136519668
830	0.02132191467
831	0.02131990288
832	0.02131792807
833	0.0213103207
834	0.0213091503
835	0.02129679407
836	0.02126984974
837	0.02124207436
838	0.02122370906
839	0.02120848182
840	0.02119814056
841	0.02116519517
842	0.0211640304
843	0.02113857485
844	0.02111471359
845	0.02108773404
846	0.02104150244
847	0.02101813314
848	0.02100858365
849	0.02096268871
850	0.02094616017
851	0.02089394284
852	0.02089279804
853	0.02087279624
854	0.02084434763
855	0.02083379232
856	0.0208304967
857	0.02079185428
858	0.0207574044
859	0.02075401107
860	0.02073967268
861	0.02071767539
862	0.02070375662
863	0.02068251935
864	0.02066722141
865	0.0206351532
866	0.02063320534
867	0.02060926695
868	0.02059353237
869	0.02057375303
870	0.02052673802
871	0.02051248692
872	0.0205014233
873	0.02049217489
874	0.02046764992
875	0.02045862822
876	0.02043639151
877	0.0204107328
878	0.02037226664
879	0.02036257858
880	0.02035093389
881	0.0203421518
882	0.02029666674
883	0.02028054881
884	0.02025787207
885	0.02024188336
886	0.02023814659
887	0.02022135641
888	0.02019990616
889	0.02017138379
890	0.02014373416
891	0.02012596162
892	0.02011328259
893	0.02006670038
894	0.02003717176
895	0.019992846
896	0.01997774954
897	0.01996368493
898	0.01994909972
899	0.01994154549
900	0.01993494873
901	0.0198980434
902	0.01988206738
903	0.01984241901
904	0.0197970525
905	0.01974106901
906	0.0197324678
907	0.01970751354
908	0.01968313859
909	0.01964639482
910	0.01964164471
911	0.01960948014
912	0.01960061445
913	0.01959540187
914	0.01955752869
915	0.01950479276
916	0.01946153426
917	0.01945214249
918	0.01944570413
919	0.01941120412
920	0.01939612143
921	0.01937398088
922	0.01935803571
923	0.01933822242
924	0.0193350064
925	0.01931284958
926	0.01929770073
927	0.01928113982
928	0.01926283619
929	0.01924043453
930	0.01922956125
931	0.01922043363
932	0.01919636916
933	0.01917978934
934	0.01915022135
935	0.01910996526
936	0.01909901417
937	0.01905686513
938	0.01904670564
939	0.01903690657
940	0.01900766995
941	0.01899282931
942	0.01898055933
943	0.01895659719
944	0.01893164386
945	0.01892248353
946	0.01889625053
947	0.01888748019
948	0.01885280258
949	0.01882097716
950	0.01880468549
951	0.018791185
952	0.01875701179
953	0.01873967445
954	0.01869426034
955	0.01867476319
956	0.01865633742
957	0.01863131562
958	0.01862318231
959	0.01861196215
960	0.01856224895
961	0.01854073522
962	0.01851828545
963	0.01849786594
964	0.01847785218
965	0.01845157901
966	0.01843724043
967	0.01839891262
968	0.01835584857
969	0.01835462472
970	0.01834940748
971	0.01831576418
972	0.01829840912
973	0.01827294517
974	0.01826510267
975	0.01823505705
976	0.01822791114
977	0.01821288925
978	0.01821113181
979	0.01820522476
980	0.01820437251
981	0.01819233322
982	0.01817181872
983	0.01816425723
984	0.01816300605
985	0.01815292916
986	0.01813696032
987	0.01813062581
988	0.01812006383
989	0.01808998701
990	0.01808426919
991	0.01808291679
992	0.018081493
993	0.01804923573
994	0.01802173735
995	0.01799584398
996	0.01799504329
997	0.01797985723
998	0.01796244288
999	0.01794486834
